,x,y,z
414,136,65,31
415,135,65,32
416,134,65,23
417,133,65,32
418,132,65,26
419,131,65,32
420,130,65,33
421,129,65,33
422,128,65,31
423,127,65,32
424,126,65,33
425,125,65,32
426,124,65,31
427,123,65,32
428,122,65,33
429,121,65,32
430,120,65,33
431,119,65,19
432,118,65,33
433,117,65,33
434,116,65,30
435,115,65,32
436,114,65,33
437,113,65,32
438,112,65,31
439,111,65,32
440,110,65,32
441,109,65,33
442,108,65,33
443,107,65,33
444,106,65,21
445,105,65,33
446,104,65,32
447,103,65,33
448,102,65,33
449,101,65,32
450,100,65,32
451,99,65,33
452,98,65,32
453,97,65,32
454,96,65,33
455,95,65,33
456,94,65,33
457,93,65,20
458,92,65,33
459,91,65,19
460,90,65,33
461,89,65,33
462,88,65,34
463,87,65,32
464,86,65,32
465,85,65,34
466,84,65,33
467,83,65,32
468,82,65,33
469,81,65,33
470,80,65,33
471,79,65,34
472,78,65,20
473,77,65,34
474,76,65,30
475,75,65,34
476,74,65,33
477,73,65,32
478,72,65,33
479,71,65,34
480,70,65,33
481,69,65,34
482,68,65,33
483,67,65,33
484,66,65,30
485,65,65,33
486,64,65,33
487,63,65,19
488,62,65,33
489,61,65,33
490,60,65,33
491,59,65,31
492,58,65,33
493,57,65,33
494,56,65,30
495,55,66,33
496,56,66,32
497,57,66,34
498,58,66,35
499,59,66,34
500,60,66,30
501,61,66,32
502,62,66,21
503,63,66,34
504,64,66,34
505,65,66,34
506,66,66,34
507,67,66,34
508,68,66,35
509,69,66,35
510,70,66,35
511,71,66,32
512,72,66,35
513,73,66,35
514,74,66,34
515,75,66,30
516,76,66,35
517,77,66,21
518,78,66,34
519,79,66,35
520,80,66,36
521,81,66,34
522,82,66,35
523,83,66,35
524,84,66,35
525,85,66,35
526,86,66,35
527,87,66,36
528,88,66,35
529,89,66,35
530,90,66,28
531,91,66,35
532,92,66,23
533,93,66,35
534,94,66,35
535,95,66,36
536,96,66,35
537,97,66,35
538,98,66,34
539,99,66,35
540,100,66,36
541,101,66,36
542,102,66,35
543,103,66,36
544,104,66,36
545,105,66,24
546,106,66,34
547,107,66,34
548,108,66,36
549,109,66,35
550,110,66,36
551,111,66,36
552,112,66,36
553,113,66,36
554,114,66,34
555,115,66,35
556,116,66,35
557,117,66,35
558,118,66,34
559,119,66,35
560,120,66,22
561,121,66,35
562,122,66,36
563,123,66,35
564,124,66,35
565,125,66,35
566,126,66,34
567,127,66,35
568,128,66,35
569,129,66,35
570,130,66,34
571,131,66,35
572,132,66,35
573,133,66,23
574,134,66,34
575,135,66,34
576,136,66,35
577,137,66,35
578,138,66,35
579,139,66,37
580,140,66,35
581,141,66,35
582,142,66,34
583,143,66,35
584,144,66,35
585,145,67,35
586,144,67,33
587,143,67,35
588,142,67,39
589,141,67,37
590,140,67,37
591,139,67,38
592,138,67,38
593,137,67,37
594,136,67,35
595,135,67,38
596,134,67,37
597,133,67,39
598,132,67,37
599,131,67,38
600,130,67,38
601,129,67,26
602,128,67,38
603,127,67,38
604,126,67,38
605,125,67,38
606,124,67,38
607,123,67,38
608,122,67,38
609,121,67,39
610,120,67,38
611,119,67,40
612,118,67,38
613,117,67,39
614,116,67,25
615,115,67,39
616,114,67,37
617,113,67,38
618,112,67,39
619,111,67,38
620,110,67,38
621,109,67,38
622,108,67,39
623,107,67,40
624,106,67,39
625,105,67,39
626,104,67,39
627,103,67,35
628,102,67,40
629,101,67,27
630,100,67,40
631,99,67,40
632,98,67,40
633,97,67,39
634,96,67,38
635,95,67,40
636,94,67,40
637,93,67,39
638,92,67,40
639,91,67,40
640,90,67,39
641,89,67,40
642,88,67,28
643,87,67,39
644,86,67,38
645,85,67,39
646,84,67,39
647,83,67,40
648,82,67,41
649,81,67,40
650,80,67,40
651,79,67,38
652,78,67,39
653,77,67,40
654,76,67,39
655,75,67,39
656,74,67,39
657,73,67,25
658,72,67,37
659,71,67,38
660,70,67,38
661,69,67,37
662,68,67,38
663,67,67,39
664,66,67,38
665,65,67,39
666,64,67,38
667,63,67,39
668,62,67,36
669,61,67,38
670,60,67,33
671,59,67,38
672,58,67,25
673,57,67,38
674,56,67,38
675,55,68,37
676,56,68,37
677,57,68,40
678,58,68,39
679,59,68,40
680,60,68,40
681,61,68,39
682,62,68,39
683,63,68,40
684,64,68,40
685,65,68,30
686,66,68,40
687,67,68,33
688,68,68,40
689,69,68,40
690,70,68,40
691,71,68,41
692,72,68,40
693,73,68,40
694,74,68,40
695,75,68,38
696,76,68,39
697,77,68,40
698,78,68,40
699,79,68,40
700,80,68,30
701,81,68,40
702,82,68,33
703,83,68,41
704,84,68,41
705,85,68,41
706,86,68,41
707,87,68,43
708,88,68,42
709,89,68,42
710,90,68,41
711,91,68,41
712,92,68,39
713,93,68,41
714,94,68,41
715,95,68,31
716,96,68,41
717,97,68,38
718,98,68,42
719,99,68,41
720,100,68,43
721,101,68,42
722,102,68,42
723,103,68,41
724,104,68,43
725,105,68,43
726,106,68,42
727,107,68,40
728,108,68,42
729,109,68,42
730,110,68,29
731,111,68,39
732,112,68,41
733,113,68,41
734,114,68,41
735,115,68,40
736,116,68,40
737,117,68,40
738,118,68,40
739,119,68,37
740,120,68,41
741,121,68,42
742,122,68,40
743,123,68,32
744,124,68,40
745,125,68,36
746,126,68,41
747,127,68,40
748,128,68,41
749,129,68,41
750,130,68,41
751,131,68,41
752,132,68,40
753,133,68,40
754,134,68,40
755,135,68,39
756,136,68,42
757,137,68,41
758,138,68,29
759,139,68,39
760,140,68,41
761,141,68,41
762,142,68,41
763,143,68,41
764,144,68,41
765,145,69,40
766,144,69,41
767,143,69,42
768,142,69,44
769,141,69,44
770,140,69,43
771,139,69,31
772,138,69,43
773,137,69,42
774,136,69,44
775,135,69,43
776,134,69,44
777,133,69,44
778,132,69,44
779,131,69,44
780,130,69,43
781,129,69,44
782,128,69,44
783,127,69,43
784,126,69,37
785,125,69,44
786,124,69,31
787,123,69,44
788,122,69,42
789,121,69,44
790,120,69,44
791,119,69,44
792,118,69,42
793,117,69,44
794,116,69,44
795,115,69,44
796,114,69,41
797,113,69,44
798,112,69,43
799,111,69,31
800,110,69,40
801,109,69,41
802,108,69,43
803,107,69,44
804,106,69,45
805,105,69,45
806,104,69,46
807,103,69,45
808,102,69,44
809,101,69,46
810,100,69,45
811,99,69,45
812,98,69,33
813,97,69,45
814,96,69,44
815,95,69,45
816,94,69,46
817,93,69,45
818,92,69,45
819,91,69,45
820,90,69,45
821,89,69,46
822,88,69,46
823,87,69,46
824,86,69,45
825,85,69,46
826,84,69,46
827,83,69,34
828,82,69,46
829,81,69,46
830,80,69,47
831,79,69,47
832,78,69,47
833,77,69,46
834,76,69,46
835,75,69,46
836,74,69,44
837,73,69,45
838,72,69,44
839,71,69,44
840,70,69,36
841,69,69,43
842,68,69,30
843,67,69,43
844,66,69,42
845,65,69,43
846,64,69,43
847,63,69,44
848,62,69,43
849,61,69,43
850,60,69,41
851,59,69,44
852,58,69,43
853,57,69,43
854,56,69,43
855,55,70,32
856,56,70,43
857,57,70,41
858,58,70,44
859,59,70,45
860,60,70,43
861,61,70,45
862,62,70,45
863,63,70,44
864,64,70,45
865,65,70,45
866,66,70,45
867,67,70,46
868,68,70,45
869,69,70,45
870,70,70,33
871,71,70,45
872,72,70,43
873,73,70,45
874,74,70,45
875,75,70,45
876,76,70,45
877,77,70,44
878,78,70,46
879,79,70,46
880,80,70,46
881,81,70,47
882,82,70,48
883,83,70,51
884,84,70,51
885,85,70,41
886,86,70,48
887,87,70,45
888,88,70,48
889,89,70,47
890,90,70,47
891,91,70,46
892,92,70,47
893,93,70,46
894,94,70,46
895,95,70,46
896,96,70,46
897,97,70,46
898,98,70,47
899,99,70,46
900,100,70,35
901,101,70,46
902,102,70,46
903,103,70,45
904,104,70,45
905,105,70,46
906,106,70,47
907,107,70,46
908,108,70,46
909,109,70,45
910,110,70,45
911,111,70,46
912,112,70,46
913,113,70,42
914,114,70,46
915,115,70,30
916,116,70,40
917,117,70,41
918,118,70,43
919,119,70,45
920,120,70,45
921,121,70,46
922,122,70,44
923,123,70,45
924,124,70,46
925,125,70,46
926,126,70,47
927,127,70,46
928,128,70,34
929,129,70,46
930,130,70,46
931,131,70,46
932,132,70,46
933,133,70,46
934,134,70,46
935,135,70,47
936,136,70,46
937,137,70,46
938,138,70,46
939,139,70,46
940,140,70,46
941,141,70,41
942,142,70,46
943,143,70,33
944,144,70,46
945,145,71,46
946,144,71,46
947,143,71,48
948,142,71,48
949,141,71,48
950,140,71,48
951,139,71,47
952,138,71,48
953,137,71,48
954,136,71,48
955,135,71,51
956,134,71,38
957,133,71,49
958,132,71,48
959,131,71,46
960,130,71,49
961,129,71,48
962,128,71,48
963,127,71,48
964,126,71,48
965,125,71,49
966,124,71,49
967,123,71,48
968,122,71,50
969,121,71,38
970,120,71,48
971,119,71,47
972,118,71,48
973,117,71,48
974,116,71,48
975,115,71,48
976,114,71,49
977,113,71,48
978,112,71,47
979,111,71,44
980,110,71,39
981,109,71,38
982,108,71,31
983,107,71,45
984,106,71,37
985,105,71,46
986,104,71,46
987,103,71,45
988,102,71,45
989,101,71,46
990,100,71,46
991,99,71,46
992,98,71,46
993,97,71,45
994,96,71,46
995,95,71,44
996,94,71,46
997,93,71,34
998,92,71,46
999,91,71,46
1000,90,71,46
1001,89,71,46
1002,88,71,46
1003,87,71,46
1004,86,71,46
1005,85,71,47
1006,84,71,47
1007,83,71,47
1008,82,71,47
1009,81,71,46
1010,80,71,44
1011,79,71,48
1012,78,71,40
1013,77,71,55
1014,76,71,56
1015,75,71,52
1016,74,71,50
1017,73,71,50
1018,72,71,49
1019,71,71,48
1020,70,71,49
1021,69,71,47
1022,68,71,49
1023,67,71,46
1024,66,71,50
1025,65,71,38
1026,64,71,49
1027,63,71,38
1028,62,71,48
1029,61,71,47
1030,60,71,46
1031,59,71,49
1032,58,71,47
1033,57,71,47
1034,56,71,47
1035,55,72,47
1036,56,72,48
1037,57,72,50
1038,58,72,50
1039,59,72,50
1040,60,72,40
1041,61,72,50
1042,62,72,50
1043,63,72,50
1044,64,72,51
1045,65,72,50
1046,66,72,50
1047,67,72,50
1048,68,72,51
1049,69,72,50
1050,70,72,50
1051,71,72,51
1052,72,72,50
1053,73,72,50
1054,74,72,48
1055,75,72,43
1056,76,72,51
1057,77,72,51
1058,78,72,52
1059,79,72,52
1060,80,72,53
1061,81,72,53
1062,82,72,55
1063,83,72,58
1064,84,72,55
1065,85,72,48
1066,86,72,48
1067,87,72,47
1068,88,72,47
1069,89,72,47
1070,90,72,36
1071,91,72,46
1072,92,72,47
1073,93,72,46
1074,94,72,46
1075,95,72,45
1076,96,72,46
1077,97,72,46
1078,98,72,45
1079,99,72,46
1080,100,72,46
1081,101,72,46
1082,102,72,45
1083,103,72,43
1084,104,72,46
1085,105,72,34
1086,106,72,46
1087,107,72,45
1088,108,72,46
1089,109,72,46
1090,110,72,46
1091,111,72,45
1092,112,72,46
1093,113,72,46
1094,114,72,44
1095,115,72,38
1096,116,72,37
1097,117,72,40
1098,118,72,35
1099,119,72,49
1100,120,72,50
1101,121,72,52
1102,122,72,51
1103,123,72,52
1104,124,72,52
1105,125,72,52
1106,126,72,53
1107,127,72,51
1108,128,72,52
1109,129,72,54
1110,130,72,51
1111,131,72,47
1112,132,72,51
1113,133,72,39
1114,134,72,51
1115,135,72,51
1116,136,72,50
1117,137,72,52
1118,138,72,51
1119,139,72,51
1120,140,72,49
1121,141,72,52
1122,142,72,52
1123,143,72,51
1124,144,72,53
1125,145,73,51
1126,144,73,43
1127,143,73,53
1128,142,73,53
1129,141,73,53
1130,140,73,53
1131,139,73,53
1132,138,73,53
1133,137,73,54
1134,136,73,53
1135,135,73,53
1136,134,73,53
1137,133,73,53
1138,132,73,53
1139,131,73,44
1140,130,73,53
1141,129,73,50
1142,128,73,53
1143,127,73,53
1144,126,73,53
1145,125,73,52
1146,124,73,53
1147,123,73,55
1148,122,73,53
1149,121,73,53
1150,120,73,53
1151,119,73,55
1152,118,73,52
1153,117,73,53
1154,116,73,45
1155,115,73,55
1156,114,73,53
1157,113,73,52
1158,112,73,51
1159,111,73,40
1160,110,73,38
1161,109,73,37
1162,108,73,39
1163,107,73,46
1164,106,73,46
1165,105,73,46
1166,104,73,44
1167,103,73,33
1168,102,73,45
1169,101,73,45
1170,100,73,43
1171,99,73,45
1172,98,73,45
1173,97,73,45
1174,96,73,46
1175,95,73,46
1176,94,73,46
1177,93,73,44
1178,92,73,46
1179,91,73,46
1180,90,73,38
1181,89,73,46
1182,88,73,39
1183,87,73,46
1184,86,73,46
1185,85,73,47
1186,84,73,47
1187,83,73,46
1188,82,73,47
1189,81,73,47
1190,80,73,47
1191,79,73,48
1192,78,73,49
1193,77,73,52
1194,76,73,58
1195,75,73,51
1196,74,73,57
1197,73,73,44
1198,72,73,55
1199,71,73,53
1200,70,73,54
1201,69,73,51
1202,68,73,55
1203,67,73,53
1204,66,73,52
1205,65,73,53
1206,64,73,53
1207,63,73,53
1208,62,73,51
1209,61,73,52
1210,60,73,43
1211,59,73,53
1212,58,73,53
1213,57,73,53
1214,56,73,53
1215,55,74,51
1216,56,74,53
1217,57,74,54
1218,58,74,53
1219,59,74,54
1220,60,74,54
1221,61,74,54
1222,62,74,54
1223,63,74,55
1224,64,74,55
1225,65,74,46
1226,66,74,56
1227,67,74,56
1228,68,74,55
1229,69,74,56
1230,70,74,57
1231,71,74,56
1232,72,74,57
1233,73,74,55
1234,74,74,55
1235,75,74,57
1236,76,74,53
1237,77,74,55
1238,78,74,54
1239,79,74,56
1240,80,74,50
1241,81,74,60
1242,82,74,61
1243,83,74,61
1244,84,74,51
1245,85,74,49
1246,86,74,48
1247,87,74,47
1248,88,74,47
1249,89,74,47
1250,90,74,46
1251,91,74,46
1252,92,74,46
1253,93,74,39
1254,94,74,47
1255,95,74,35
1256,96,74,46
1257,97,74,46
1258,98,74,46
1259,99,74,46
1260,100,74,46
1261,101,74,44
1262,102,74,45
1263,103,74,45
1264,104,74,45
1265,105,74,43
1266,106,74,45
1267,107,74,45
1268,108,74,33
1269,109,74,45
1270,110,74,45
1271,111,74,46
1272,112,74,46
1273,113,74,45
1274,114,74,45
1275,115,74,41
1276,116,74,37
1277,117,74,37
1278,118,74,45
1279,119,74,55
1280,120,74,55
1281,121,74,56
1282,122,74,55
1283,123,74,47
1284,124,74,56
1285,125,74,56
1286,126,74,54
1287,127,74,56
1288,128,74,55
1289,129,74,56
1290,130,74,58
1291,131,74,56
1292,132,74,56
1293,133,74,56
1294,134,74,56
1295,135,74,56
1296,136,74,47
1297,137,74,56
1298,138,74,55
1299,139,74,55
1300,140,74,56
1301,141,74,56
1302,142,74,56
1303,143,74,54
1304,144,74,55
1305,145,75,56
1306,144,75,56
1307,143,75,58
1308,142,75,58
1309,141,75,53
1310,140,75,58
1311,139,75,53
1312,138,75,59
1313,137,75,58
1314,136,75,58
1315,135,75,59
1316,134,75,58
1317,133,75,59
1318,132,75,60
1319,131,75,58
1320,130,75,59
1321,129,75,58
1322,128,75,60
1323,127,75,59
1324,126,75,48
1325,125,75,59
1326,124,75,58
1327,123,75,59
1328,122,75,60
1329,121,75,60
1330,120,75,58
1331,119,75,59
1332,118,75,58
1333,117,75,63
1334,116,75,59
1335,115,75,58
1336,114,75,59
1337,113,75,51
1338,112,75,52
1339,111,75,46
1340,110,75,36
1341,109,75,37
1342,108,75,41
1343,107,75,45
1344,106,75,45
1345,105,75,44
1346,104,75,45
1347,103,75,45
1348,102,75,45
1349,101,75,43
1350,100,75,35
1351,99,75,46
1352,98,75,42
1353,97,75,47
1354,96,75,46
1355,95,75,46
1356,94,75,46
1357,93,75,47
1358,92,75,48
1359,91,75,49
1360,90,75,50
1361,89,75,49
1362,88,75,48
1363,87,75,45
1364,86,75,40
1365,85,75,31
1366,84,75,44
1367,83,75,45
1368,82,75,46
1369,81,75,47
1370,80,75,46
1371,79,75,48
1372,78,75,48
1373,77,75,53
1374,76,75,59
1375,75,75,66
1376,74,75,64
1377,73,75,64
1378,72,75,63
1379,71,75,60
1380,70,75,49
1381,69,75,57
1382,68,75,56
1383,67,75,56
1384,66,75,56
1385,65,75,57
1386,64,75,59
1387,63,75,62
1388,62,75,63
1389,61,75,62
1390,60,75,61
1391,59,75,59
1392,58,75,62
1393,57,75,56
1394,56,75,59
1395,55,76,46
1396,56,76,54
1397,57,76,53
1398,58,76,52
1399,59,76,52
1400,60,76,52
1401,61,76,54
1402,62,76,56
1403,63,76,59
1404,64,76,66
1405,65,76,67
1406,66,76,67
1407,67,76,64
1408,68,76,59
1409,69,76,64
1410,70,76,59
1411,71,76,60
1412,72,76,59
1413,73,76,58
1414,74,76,57
1415,75,76,55
1416,76,76,55
1417,77,76,58
1418,78,76,60
1419,79,76,65
1420,80,76,65
1421,81,76,67
1422,82,76,69
1423,83,76,53
1424,84,76,53
1425,85,76,45
1426,86,76,47
1427,87,76,47
1428,88,76,46
1429,89,76,46
1430,90,76,46
1431,91,76,45
1432,92,76,42
1433,93,76,37
1434,94,76,44
1435,95,76,51
1436,96,76,57
1437,97,76,58
1438,98,76,50
1439,99,76,56
1440,100,76,56
1441,101,76,52
1442,102,76,50
1443,103,76,49
1444,104,76,47
1445,105,76,47
1446,106,76,47
1447,107,76,46
1448,108,76,45
1449,109,76,45
1450,110,76,45
1451,111,76,45
1452,112,76,45
1453,113,76,33
1454,114,76,45
1455,115,76,37
1456,116,76,35
1457,117,76,35
1458,118,76,51
1459,119,76,59
1460,120,76,60
1461,121,76,62
1462,122,76,60
1463,123,76,60
1464,124,76,64
1465,125,76,60
1466,126,76,54
1467,127,76,60
1468,128,76,60
1469,129,76,60
1470,130,76,60
1471,131,76,60
1472,132,76,61
1473,133,76,61
1474,134,76,61
1475,135,76,64
1476,136,76,60
1477,137,76,62
1478,138,76,60
1479,139,76,65
1480,140,76,60
1481,141,76,55
1482,142,76,61
1483,143,76,60
1484,144,76,60
1485,145,77,61
1486,144,77,62
1487,143,77,63
1488,142,77,63
1489,141,77,64
1490,140,77,63
1491,139,77,63
1492,138,77,63
1493,137,77,61
1494,136,77,53
1495,135,77,62
1496,134,77,64
1497,133,77,62
1498,132,77,64
1499,131,77,63
1500,130,77,61
1501,129,77,63
1502,128,77,62
1503,127,77,60
1504,126,77,62
1505,125,77,64
1506,124,77,63
1507,123,77,56
1508,122,77,64
1509,121,77,60
1510,120,77,63
1511,119,77,63
1512,118,77,63
1513,117,77,63
1514,116,77,64
1515,115,77,62
1516,114,77,63
1517,113,77,59
1518,112,77,58
1519,111,77,42
1520,110,77,31
1521,109,77,36
1522,108,77,25
1523,107,77,43
1524,106,77,44
1525,105,77,45
1526,104,77,45
1527,103,77,44
1528,102,77,44
1529,101,77,47
1530,100,77,54
1531,99,77,56
1532,98,77,58
1533,97,77,64
1534,96,77,64
1535,95,77,57
1536,94,77,64
1537,93,77,63
1538,92,77,66
1539,91,77,64
1540,90,77,62
1541,89,77,59
1542,88,77,54
1543,87,77,38
1544,86,77,37
1545,85,77,38
1546,84,77,45
1547,83,77,45
1548,82,77,46
1549,81,77,45
1550,80,77,35
1551,79,77,47
1552,78,77,50
1553,77,77,53
1554,76,77,59
1555,75,77,71
1556,74,77,67
1557,73,77,66
1558,72,77,67
1559,71,77,64
1560,70,77,63
1561,69,77,61
1562,68,77,60
1563,67,77,56
1564,66,77,60
1565,65,77,50
1566,64,77,59
1567,63,77,62
1568,62,77,64
1569,61,77,64
1570,60,77,66
1571,59,77,67
1572,58,77,68
1573,57,77,52
1574,56,77,62
1575,55,78,59
1576,56,78,55
1577,57,78,54
1578,58,78,46
1579,59,78,54
1580,60,78,55
1581,61,78,63
1582,62,78,72
1583,63,78,76
1584,64,78,72
1585,65,78,70
1586,66,78,67
1587,67,78,64
1588,68,78,64
1589,69,78,66
1590,70,78,61
1591,71,78,60
1592,72,78,59
1593,73,78,54
1594,74,78,64
1595,75,78,65
1596,76,78,67
1597,77,78,65
1598,78,78,66
1599,79,78,66
1600,80,78,65
1601,81,78,64
1602,82,78,71
1603,83,78,68
1604,84,78,57
1605,85,78,48
1606,86,78,47
1607,87,78,47
1608,88,78,36
1609,89,78,46
1610,90,78,43
1611,91,78,44
1612,92,78,35
1613,93,78,35
1614,94,78,47
1615,95,78,60
1616,96,78,63
1617,97,78,66
1618,98,78,65
1619,99,78,66
1620,100,78,66
1621,101,78,67
1622,102,78,68
1623,103,78,64
1624,104,78,72
1625,105,78,71
1626,106,78,63
1627,107,78,48
1628,108,78,45
1629,109,78,45
1630,110,78,45
1631,111,78,45
1632,112,78,45
1633,113,78,45
1634,114,78,41
1635,115,78,38
1636,116,78,32
1637,117,78,34
1638,118,78,37
1639,119,78,68
1640,120,78,71
1641,121,78,73
1642,122,78,74
1643,123,78,71
1644,124,78,70
1645,125,78,71
1646,126,78,70
1647,127,78,70
1648,128,78,72
1649,129,78,72
1650,130,78,70
1651,131,78,64
1652,132,78,71
1653,133,78,71
1654,134,78,70
1655,135,78,69
1656,136,78,69
1657,137,78,71
1658,138,78,73
1659,139,78,69
1660,140,78,69
1661,141,78,70
1662,142,78,69
1663,143,78,71
1664,144,78,64
