,x,y,z
384,63,64,30
385,64,64,30
386,65,64,28
387,66,64,30
388,67,64,30
389,68,64,21
390,69,64,30
391,70,64,15
392,71,64,31
393,72,64,31
394,73,64,32
395,74,64,32
396,75,64,32
397,76,64,32
398,77,64,32
399,78,64,32
400,79,64,32
401,80,64,31
402,81,64,31
403,82,64,32
404,83,64,31
405,84,64,31
406,85,64,32
407,86,64,31
408,87,64,14
409,88,64,31
410,89,64,30
411,90,64,31
412,91,64,31
413,92,64,31
414,93,64,31
415,94,64,31
416,95,64,30
417,96,64,31
418,97,64,31
419,98,64,31
420,99,64,31
421,100,64,30
422,101,64,29
423,102,64,31
424,103,64,31
425,104,64,15
426,105,64,31
427,106,64,30
428,107,64,30
429,108,64,31
430,109,64,31
431,110,64,31
432,111,64,31
433,112,64,31
434,113,64,31
435,114,64,32
436,115,64,32
437,116,64,32
438,117,64,32
439,118,64,32
440,119,64,25
441,120,64,32
442,121,64,17
443,122,64,30
444,123,64,29
445,124,64,29
446,125,64,29
447,126,64,30
448,127,64,30
449,128,64,30
450,129,64,30
451,130,64,31
452,131,64,31
453,132,64,30
454,133,64,31
455,134,64,31
456,135,64,30
457,136,64,16
458,137,64,31
459,138,64,24
460,139,64,30
461,140,64,31
462,141,64,31
463,142,64,30
464,143,64,31
465,144,64,31
466,145,65,30
467,144,65,32
468,143,65,32
469,142,65,30
470,141,65,32
471,140,65,32
472,139,65,30
473,138,65,32
474,137,65,33
475,136,65,32
476,135,65,32
477,134,65,32
478,133,65,32
479,132,65,32
480,131,65,32
481,130,65,32
482,129,65,32
483,128,65,32
484,127,65,32
485,126,65,32
486,125,65,32
487,124,65,32
488,123,65,32
489,122,65,18
490,121,65,32
491,120,65,31
492,119,65,30
493,118,65,30
494,117,65,30
495,116,65,33
496,115,65,34
497,114,65,35
498,113,65,35
499,112,65,34
500,111,65,33
501,110,65,33
502,109,65,32
503,108,65,32
504,107,65,32
505,106,65,32
506,105,65,25
507,104,65,32
508,103,65,32
509,102,65,32
510,101,65,32
511,100,65,32
512,99,65,31
513,98,65,31
514,97,65,31
515,96,65,31
516,95,65,30
517,94,65,31
518,93,65,30
519,92,65,29
520,91,65,31
521,90,65,16
522,89,65,30
523,88,65,30
524,87,65,31
525,86,65,31
526,85,65,31
527,84,65,31
528,83,65,31
529,82,65,31
530,81,65,29
531,80,65,31
532,79,65,32
533,78,65,32
534,77,65,31
535,76,65,32
536,75,65,32
537,74,65,32
538,73,65,16
539,72,65,32
540,71,65,31
541,70,65,31
542,69,65,35
543,68,65,35
544,67,65,35
545,66,65,35
546,65,65,34
547,64,65,34
548,63,65,33
549,62,65,32
550,61,65,33
551,60,65,33
552,59,65,33
553,58,65,32
554,57,65,32
555,56,65,18
556,55,66,32
557,56,66,31
558,57,66,32
559,58,66,35
560,59,66,34
561,60,66,35
562,61,66,34
563,62,66,33
564,63,66,35
565,64,66,35
566,65,66,36
567,66,66,35
568,67,66,35
569,68,66,36
570,69,66,36
571,70,66,36
572,71,66,23
573,72,66,35
574,73,66,30
575,74,66,35
576,75,66,35
577,76,66,35
578,77,66,32
579,78,66,32
580,79,66,32
581,80,66,32
582,81,66,30
583,82,66,31
584,83,66,31
585,84,66,30
586,85,66,31
587,86,66,31
588,87,66,32
589,88,66,22
590,89,66,31
591,90,66,17
592,91,66,31
593,92,66,31
594,93,66,30
595,94,66,31
596,95,66,31
597,96,66,31
598,97,66,31
599,98,66,31
600,99,66,31
601,100,66,30
602,101,66,31
603,102,66,31
604,103,66,30
605,104,66,32
606,105,66,24
607,106,66,31
608,107,66,17
609,108,66,32
610,109,66,32
611,110,66,33
612,111,66,32
613,112,66,32
614,113,66,31
615,114,66,32
616,115,66,33
617,116,66,32
618,117,66,36
619,118,66,37
620,119,66,36
621,120,66,35
622,121,66,29
623,122,66,13
624,123,66,30
625,124,66,26
626,125,66,33
627,126,66,34
628,127,66,34
629,128,66,34
630,129,66,35
631,130,66,35
632,131,66,34
633,132,66,35
634,133,66,35
635,134,66,34
636,135,66,36
637,136,66,35
638,137,66,36
639,138,66,36
640,139,66,21
641,140,66,35
642,141,66,33
643,142,66,35
644,143,66,35
645,144,66,34
646,145,67,36
647,144,67,38
648,143,67,35
649,142,67,37
650,141,67,37
651,140,67,37
652,139,67,37
653,138,67,37
654,137,67,36
655,136,67,37
656,135,67,37
657,134,67,36
658,133,67,37
659,132,67,37
660,131,67,36
661,130,67,36
662,129,67,37
663,128,67,37
664,127,67,35
665,126,67,37
666,125,67,36
667,124,67,36
668,123,67,37
669,122,67,37
670,121,67,36
671,120,67,36
672,119,67,18
673,118,67,31
674,117,67,27
675,116,67,31
676,115,67,34
677,114,67,34
678,113,67,37
679,112,67,37
680,111,67,33
681,110,67,35
682,109,67,32
683,108,67,32
684,107,67,32
685,106,67,32
686,105,67,31
687,104,67,16
688,103,67,31
689,102,67,31
690,101,67,29
691,100,67,30
692,99,67,30
693,98,67,31
694,97,67,30
695,96,67,29
696,95,67,30
697,94,67,30
698,93,67,28
699,92,67,30
700,91,67,30
701,90,67,29
702,89,67,29
703,88,67,30
704,87,67,15
705,86,67,30
706,85,67,30
707,84,67,30
708,83,67,30
709,82,67,29
710,81,67,30
711,80,67,30
712,79,67,29
713,78,67,31
714,77,67,31
715,76,67,32
716,75,67,31
717,74,67,31
718,73,67,31
719,72,67,30
720,71,67,30
721,70,67,18
722,69,67,34
723,68,67,37
724,67,67,37
725,66,67,36
726,65,67,36
727,64,67,36
728,63,67,36
729,62,67,36
730,61,67,36
731,60,67,34
732,59,67,36
733,58,67,37
734,57,67,36
735,56,67,38
736,55,68,36
737,56,68,39
738,57,68,39
739,58,68,39
740,59,68,39
741,60,68,38
742,61,68,35
743,62,68,38
744,63,68,38
745,64,68,36
746,65,68,38
747,66,68,38
748,67,68,37
749,68,68,38
750,69,68,37
751,70,68,38
752,71,68,38
753,72,68,38
754,73,68,41
755,74,68,27
756,75,68,36
757,76,68,33
758,77,68,32
759,78,68,32
760,79,68,31
761,80,68,30
762,81,68,31
763,82,68,31
764,83,68,29
765,84,68,30
766,85,68,30
767,86,68,30
768,87,68,30
769,88,68,29
770,89,68,30
771,90,68,30
772,91,68,15
773,92,68,29
774,93,68,24
775,94,68,28
776,95,68,30
777,96,68,29
778,97,68,30
779,98,68,29
780,99,68,29
781,100,68,30
782,101,68,29
783,102,68,29
784,103,68,30
785,104,68,30
786,105,68,30
787,106,68,30
788,107,68,30
789,108,68,16
790,109,68,29
791,110,68,28
792,111,68,31
793,112,68,29
794,113,68,32
795,114,68,32
796,115,68,30
797,116,68,34
798,117,68,35
799,118,68,36
800,119,68,37
801,120,68,34
802,121,68,27
803,122,68,28
804,123,68,31
805,124,68,31
806,125,68,21
807,126,68,38
808,127,68,38
809,128,68,39
810,129,68,39
811,130,68,39
812,131,68,40
813,132,68,39
814,133,68,39
815,134,68,38
816,135,68,39
817,136,68,39
818,137,68,37
819,138,68,39
820,139,68,38
821,140,68,27
822,141,68,40
823,142,68,26
824,143,68,38
825,144,68,37
826,145,69,40
827,144,69,40
828,143,69,42
829,142,69,42
830,141,69,42
831,140,69,42
832,139,69,42
833,138,69,42
834,137,69,42
835,136,69,42
836,135,69,42
837,134,69,41
838,133,69,42
839,132,69,42
840,131,69,40
841,130,69,42
842,129,69,42
843,128,69,41
844,127,69,42
845,126,69,42
846,125,69,42
847,124,69,42
848,123,69,42
849,122,69,42
850,121,69,43
851,120,69,38
852,119,69,28
853,118,69,14
854,117,69,29
855,116,69,29
856,115,69,31
857,114,69,35
858,113,69,36
859,112,69,34
860,111,69,34
861,110,69,33
862,109,69,31
863,108,69,31
864,107,69,31
865,106,69,30
866,105,69,31
867,104,69,30
868,103,69,25
869,102,69,30
870,101,69,16
871,100,69,29
872,99,69,27
873,98,69,29
874,97,69,29
875,96,69,29
876,95,69,29
877,94,69,29
878,93,69,29
879,92,69,29
880,91,69,27
881,90,69,29
882,89,69,29
883,88,69,29
884,87,69,30
885,86,69,21
886,85,69,30
887,84,69,14
888,83,69,28
889,82,69,28
890,81,69,29
891,80,69,27
892,79,69,29
893,78,69,30
894,77,69,30
895,76,69,30
896,75,69,30
897,74,69,30
898,73,69,30
899,72,69,30
900,71,69,31
901,70,69,31
902,69,69,21
903,68,69,40
904,67,69,32
905,66,69,45
906,65,69,44
907,64,69,43
908,63,69,43
909,62,69,42
910,61,69,41
911,60,69,42
912,59,69,42
913,58,69,39
914,57,69,40
915,56,69,39
916,55,70,39
917,56,70,39
918,57,70,40
919,58,70,35
920,59,70,42
921,60,70,25
922,61,70,40
923,62,70,40
924,63,70,40
925,64,70,40
926,65,70,41
927,66,70,42
928,67,70,43
929,68,70,44
930,69,70,44
931,70,70,45
932,71,70,44
933,72,70,46
934,73,70,46
935,74,70,43
936,75,70,37
937,76,70,33
938,77,70,16
939,78,70,31
940,79,70,29
941,80,70,30
942,81,70,30
943,82,70,28
944,83,70,30
945,84,70,30
946,85,70,29
947,86,70,29
948,87,70,28
949,88,70,28
950,89,70,28
951,90,70,19
952,91,70,32
953,92,70,32
954,93,70,30
955,94,70,16
956,95,70,30
957,96,70,28
958,97,70,30
959,98,70,29
960,99,70,29
961,100,70,29
962,101,70,28
963,102,70,28
964,103,70,29
965,104,70,29
966,105,70,29
967,106,70,29
968,107,70,29
969,108,70,30
970,109,70,29
971,110,70,30
972,111,70,15
973,112,70,30
974,113,70,30
975,114,70,31
976,115,70,32
977,116,70,32
978,117,70,32
979,118,70,36
980,119,70,36
981,120,70,33
982,121,70,27
983,122,70,28
984,123,70,29
985,124,70,29
986,125,70,35
987,126,70,33
988,127,70,45
989,128,70,32
990,129,70,44
991,130,70,44
992,131,70,44
993,132,70,44
994,133,70,44
995,134,70,44
996,135,70,45
997,136,70,43
998,137,70,44
999,138,70,44
1000,139,70,42
1001,140,70,44
1002,141,70,44
1003,142,70,43
1004,143,70,32
1005,144,70,44
1006,145,71,32
1007,144,71,45
1008,143,71,48
1009,142,71,46
1010,141,71,46
1011,140,71,46
1012,139,71,46
1013,138,71,46
1014,137,71,46
1015,136,71,47
1016,135,71,46
1017,134,71,46
1018,133,71,46
1019,132,71,39
1020,131,71,46
1021,130,71,35
1022,129,71,46
1023,128,71,46
1024,127,71,46
1025,126,71,46
1026,125,71,47
1027,124,71,46
1028,123,71,46
1029,122,71,47
1030,121,71,46
1031,120,71,42
1032,119,71,27
1033,118,71,29
1034,117,71,29
1035,116,71,28
1036,115,71,14
1037,114,71,34
1038,113,71,34
1039,112,71,34
1040,111,71,32
1041,110,71,31
1042,109,71,31
1043,108,71,30
1044,107,71,29
1045,106,71,30
1046,105,71,29
1047,104,71,29
1048,103,71,29
1049,102,71,29
1050,101,71,29
1051,100,71,15
1052,99,71,29
1053,98,71,23
1054,97,71,29
1055,96,71,30
1056,95,71,29
1057,94,71,30
1058,93,71,30
1059,92,71,29
1060,91,71,32
1061,90,71,33
1062,89,71,33
1063,88,71,36
1064,87,71,39
1065,86,71,40
1066,85,71,41
1067,84,71,35
1068,83,71,15
1069,82,71,25
1070,81,71,23
1071,80,71,28
1072,79,71,28
1073,78,71,28
1074,77,71,29
1075,76,71,29
1076,75,71,29
1077,74,71,30
1078,73,71,24
1079,72,71,30
1080,71,71,31
1081,70,71,29
1082,69,71,32
1083,68,71,42
1084,67,71,49
1085,66,71,38
1086,65,71,50
1087,64,71,44
1088,63,71,47
1089,62,71,46
1090,61,71,45
1091,60,71,45
1092,59,71,42
1093,58,71,41
1094,57,71,42
1095,56,71,44
1096,55,72,44
1097,56,72,46
1098,57,72,47
1099,58,72,48
1100,59,72,47
1101,60,72,47
1102,61,72,35
1103,62,72,47
1104,63,72,32
1105,64,72,43
1106,65,72,43
1107,66,72,44
1108,67,72,48
1109,68,72,49
1110,69,72,49
1111,70,72,50
1112,71,72,52
1113,72,72,52
1114,73,72,53
1115,74,72,42
1116,75,72,35
1117,76,72,32
1118,77,72,31
1119,78,72,23
1120,79,72,29
1121,80,72,14
1122,81,72,28
1123,82,72,29
1124,83,72,29
1125,84,72,29
1126,85,72,28
1127,86,72,28
1128,87,72,27
1129,88,72,25
1130,89,72,24
1131,90,72,39
1132,91,72,47
1133,92,72,49
1134,93,72,50
1135,94,72,49
1136,95,72,49
1137,96,72,46
1138,97,72,31
1139,98,72,43
1140,99,72,37
1141,100,72,35
1142,101,72,35
1143,102,72,32
1144,103,72,31
1145,104,72,30
1146,105,72,30
1147,106,72,29
1148,107,72,30
1149,108,72,29
1150,109,72,28
1151,110,72,30
1152,111,72,29
1153,112,72,24
1154,113,72,29
1155,114,72,15
1156,115,72,31
1157,116,72,30
1158,117,72,32
1159,118,72,34
1160,119,72,32
1161,120,72,33
1162,121,72,26
1163,122,72,26
1164,123,72,29
1165,124,72,32
1166,125,72,41
1167,126,72,50
1168,127,72,52
1169,128,72,52
1170,129,72,41
1171,130,72,50
1172,131,72,45
1173,132,72,51
1174,133,72,51
1175,134,72,51
1176,135,72,52
1177,136,72,51
1178,137,72,51
1179,138,72,50
1180,139,72,50
1181,140,72,52
1182,141,72,50
1183,142,72,52
1184,143,72,51
1185,144,72,49
1186,145,73,51
1187,144,73,39
1188,143,73,51
1189,142,73,52
1190,141,73,51
1191,140,73,52
1192,139,73,52
1193,138,73,52
1194,137,73,52
1195,136,73,53
1196,135,73,53
1197,134,73,52
1198,133,73,51
1199,132,73,52
1200,131,73,52
1201,130,73,51
1202,129,73,42
1203,128,73,53
1204,127,73,50
1205,126,73,52
1206,125,73,53
1207,124,73,52
1208,123,73,53
1209,122,73,53
1210,121,73,52
1211,120,73,52
1212,119,73,39
1213,118,73,29
1214,117,73,27
1215,116,73,26
1216,115,73,32
1217,114,73,32
1218,113,73,34
1219,112,73,18
1220,111,73,32
1221,110,73,32
1222,109,73,30
1223,108,73,29
1224,107,73,30
1225,106,73,29
1226,105,73,29
1227,104,73,31
1228,103,73,31
1229,102,73,32
1230,101,73,31
1231,100,73,35
1232,99,73,37
1233,98,73,40
1234,97,73,31
1235,96,73,49
1236,95,73,50
1237,94,73,52
1238,93,73,52
1239,92,73,53
1240,91,73,53
1241,90,73,52
1242,89,73,53
1243,88,73,53
1244,87,73,53
1245,86,73,53
1246,85,73,52
1247,84,73,45
1248,83,73,35
1249,82,73,25
1250,81,73,25
1251,80,73,11
1252,79,73,27
1253,78,73,27
1254,77,73,28
1255,76,73,27
1256,75,73,29
1257,74,73,28
1258,73,73,30
1259,72,73,29
1260,71,73,29
1261,70,73,30
1262,69,73,31
1263,68,73,42
1264,67,73,52
1265,66,73,57
1266,65,73,56
1267,64,73,55
1268,63,73,44
1269,62,73,53
1270,61,73,52
1271,60,73,52
1272,59,73,51
1273,58,73,47
1274,57,73,46
1275,56,73,47
1276,55,74,50
1277,56,74,51
1278,57,74,53
1279,58,74,53
1280,59,74,54
1281,60,74,54
1282,61,74,53
1283,62,74,51
1284,63,74,47
1285,64,74,36
1286,65,74,50
1287,66,74,52
1288,67,74,54
1289,68,74,54
1290,69,74,56
1291,70,74,56
1292,71,74,57
1293,72,74,58
1294,73,74,59
1295,74,74,47
1296,75,74,38
1297,76,74,33
1298,77,74,30
1299,78,74,28
1300,79,74,29
1301,80,74,29
1302,81,74,14
1303,82,74,28
1304,83,74,23
1305,84,74,28
1306,85,74,27
1307,86,74,27
1308,87,74,25
1309,88,74,23
1310,89,74,25
1311,90,74,52
1312,91,74,53
1313,92,74,56
1314,93,74,55
1315,94,74,55
1316,95,74,55
1317,96,74,55
1318,97,74,56
1319,98,74,50
1320,99,74,55
1321,100,74,44
1322,101,74,55
1323,102,74,54
1324,103,74,54
1325,104,74,50
1326,105,74,43
1327,106,74,40
1328,107,74,38
1329,108,74,37
1330,109,74,34
1331,110,74,31
1332,111,74,29
1333,112,74,29
1334,113,74,30
1335,114,74,29
1336,115,74,16
1337,116,74,32
1338,117,74,25
1339,118,74,34
1340,119,74,35
1341,120,74,32
1342,121,74,26
1343,122,74,26
1344,123,74,29
1345,124,74,34
1346,125,74,46
1347,126,74,54
1348,127,74,53
1349,128,74,52
1350,129,74,54
1351,130,74,55
1352,131,74,54
1353,132,74,43
1354,133,74,55
1355,134,74,55
1356,135,74,55
1357,136,74,54
1358,137,74,54
1359,138,74,56
1360,139,74,54
1361,140,74,54
1362,141,74,55
1363,142,74,54
1364,143,74,54
1365,144,74,54
1366,145,75,53
1367,144,75,54
1368,143,75,44
1369,142,75,54
1370,141,75,43
1371,140,75,52
1372,139,75,54
1373,138,75,55
1374,137,75,55
1375,136,75,55
1376,135,75,55
1377,134,75,54
1378,133,75,55
1379,132,75,54
1380,131,75,53
1381,130,75,56
1382,129,75,55
1383,128,75,55
1384,127,75,53
1385,126,75,45
1386,125,75,57
1387,124,75,54
1388,123,75,55
1389,122,75,55
1390,121,75,53
1391,120,75,44
1392,119,75,28
1393,118,75,26
1394,117,75,28
1395,116,75,25
1396,115,75,32
1397,114,75,32
1398,113,75,34
1399,112,75,32
1400,111,75,15
1401,110,75,30
1402,109,75,29
1403,108,75,26
1404,107,75,29
1405,106,75,30
1406,105,75,33
1407,104,75,39
1408,103,75,56
1409,102,75,59
1410,101,75,59
1411,100,75,57
1412,99,75,57
1413,98,75,58
1414,97,75,59
1415,96,75,59
1416,95,75,61
1417,94,75,52
1418,93,75,57
1419,92,75,60
1420,91,75,57
1421,90,75,55
1422,89,75,57
1423,88,75,57
1424,87,75,57
1425,86,75,60
1426,85,75,59
1427,84,75,54
1428,83,75,46
1429,82,75,29
1430,81,75,22
1431,80,75,25
1432,79,75,19
1433,78,75,27
1434,77,75,12
1435,76,75,28
1436,75,75,28
1437,74,75,28
1438,73,75,29
1439,72,75,29
1440,71,75,29
1441,70,75,30
1442,69,75,32
1443,68,75,49
1444,67,75,63
1445,66,75,66
1446,65,75,62
1447,64,75,61
1448,63,75,58
1449,62,75,54
1450,61,75,58
1451,60,75,46
1452,59,75,55
1453,58,75,53
1454,57,75,48
1455,56,75,49
1456,55,76,52
1457,56,76,54
1458,57,76,54
1459,58,76,54
1460,59,76,54
1461,60,76,54
1462,61,76,54
1463,62,76,53
1464,63,76,53
1465,64,76,56
1466,65,76,56
1467,66,76,58
1468,67,76,51
1469,68,76,60
1470,69,76,59
1471,70,76,60
1472,71,76,64
1473,72,76,65
1474,73,76,68
1475,74,76,58
1476,75,76,41
1477,76,76,35
1478,77,76,30
1479,78,76,27
1480,79,76,29
1481,80,76,28
1482,81,76,29
1483,82,76,28
1484,83,76,28
1485,84,76,12
1486,85,76,27
1487,86,76,25
1488,87,76,22
1489,88,76,20
1490,89,76,28
1491,90,76,55
1492,91,76,60
1493,92,76,59
1494,93,76,61
1495,94,76,58
1496,95,76,59
1497,96,76,59
1498,97,76,58
1499,98,76,60
1500,99,76,63
1501,100,76,65
1502,101,76,56
1503,102,76,60
1504,103,76,56
1505,104,76,57
1506,105,76,61
1507,106,76,63
1508,107,76,65
1509,108,76,64
1510,109,76,39
1511,110,76,31
1512,111,76,30
1513,112,76,29
1514,113,76,27
1515,114,76,29
1516,115,76,30
1517,116,76,30
1518,117,76,32
1519,118,76,19
1520,119,76,33
1521,120,76,32
1522,121,76,25
1523,122,76,26
1524,123,76,28
1525,124,76,25
1526,125,76,35
1527,126,76,53
1528,127,76,59
1529,128,76,59
1530,129,76,63
1531,130,76,60
1532,131,76,59
1533,132,76,61
1534,133,76,53
1535,134,76,59
1536,135,76,50
1537,136,76,58
1538,137,76,55
1539,138,76,56
1540,139,76,59
1541,140,76,61
1542,141,76,57
1543,142,76,59
1544,143,76,57
1545,144,76,58
1546,145,77,58
1547,144,77,59
1548,143,77,60
1549,142,77,61
1550,141,77,63
1551,140,77,54
1552,139,77,61
1553,138,77,62
1554,137,77,62
1555,136,77,60
1556,135,77,61
1557,134,77,62
1558,133,77,62
1559,132,77,61
1560,131,77,63
1561,130,77,63
1562,129,77,64
1563,128,77,65
1564,127,77,65
1565,126,77,65
1566,125,77,67
1567,124,77,66
1568,123,77,60
1569,122,77,66
1570,121,77,59
1571,120,77,41
1572,119,77,23
1573,118,77,27
1574,117,77,26
1575,116,77,25
1576,115,77,31
1577,114,77,33
1578,113,77,34
1579,112,77,32
1580,111,77,31
1581,110,77,27
1582,109,77,29
1583,108,77,13
1584,107,77,27
1585,106,77,30
1586,105,77,34
1587,104,77,41
1588,103,77,70
1589,102,77,71
1590,101,77,67
1591,100,77,61
1592,99,77,60
1593,98,77,60
1594,97,77,61
1595,96,77,61
1596,95,77,62
1597,94,77,66
1598,93,77,58
1599,92,77,64
1600,91,77,55
1601,90,77,60
1602,89,77,60
1603,88,77,57
1604,87,77,59
1605,86,77,63
1606,85,77,62
1607,84,77,59
1608,83,77,53
1609,82,77,34
1610,81,77,20
1611,80,77,22
1612,79,77,25
1613,78,77,26
1614,77,77,28
1615,76,77,12
1616,75,77,28
1617,74,77,21
1618,73,77,27
1619,72,77,29
1620,71,77,29
1621,70,77,29
1622,69,77,35
1623,68,77,56
1624,67,77,69
1625,66,77,74
1626,65,77,67
1627,64,77,66
1628,63,77,65
1629,62,77,64
1630,61,77,62
1631,60,77,61
1632,59,77,52
1633,58,77,60
1634,57,77,53
1635,56,77,56
1636,55,78,55
1637,56,78,55
1638,57,78,57
1639,58,78,54
1640,59,78,54
1641,60,78,54
1642,61,78,57
1643,62,78,58
1644,63,78,60
1645,64,78,61
1646,65,78,64
1647,66,78,63
1648,67,78,64
1649,68,78,62
1650,69,78,66
1651,70,78,60
1652,71,78,70
1653,72,78,73
1654,73,78,74
1655,74,78,63
1656,75,78,44
1657,76,78,34
1658,77,78,30
1659,78,78,29
1660,79,78,29
1661,80,78,28
1662,81,78,27
1663,82,78,28
1664,83,78,27
